SYMBOL,NAME OF COMPANY, PAID UP VALUE, MARKET LOT, FACE VALUE
XELPMOC,Xelpmoc Design And Tech Limited,10,1,10
XLENERGY,XL Energy Limited,10,1,10
XPROINDIA,Xpro India Limited,10,1,10
YESBANK,Yes Bank Limited,2,1,2
ZEEL,Zee Entertainment Enterprises Limited,1,1,1
ZEELEARN,Zee Learn Limited,1,1,1
ZEEMEDIA,Zee Media Corporation Limited,1,1,1
ZENITHBIR,Zenith Birla (India) Limited,10,1,10
ZENITHEXPO,Zenith Exports Limited,10,1,10
ZENSARTECH,Zensar Technologies Limited,2,1,2
ZENTEC,Zen Technologies Limited,1,1,1
ZICOM,Zicom Electronic Security Systems Limited,10,1,10
ZODIACLOTH,Zodiac Clothing Company Limited,10,1,10
ZODJRDMKJ,Zodiac JRD- MKJ Limited,10,1,10
ZUARI,Zuari Agro Chemicals Limited,10,1,10
ZUARIGLOB,Zuari Global Limited,10,1,10
ZYDUSWELL,Zydus Wellness Limited,10,1,10
